ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
3948,Friendly,1970-05-02,Hungary,Poland,2,0,1
3949,Friendly,1970-05-03,Switzerland,France,2,1,1
3950,Friendly,1970-05-06,Poland,Republic of Ireland,2,1,1
3951,Friendly,1970-05-09,Germany,Republic of Ireland,2,1,1
3952,Friendly,1970-05-10,Portugal,Italy,1,2,1
3953,Friendly,1970-05-13,Germany,Yugoslavia,1,0,1
3954,Friendly,1970-05-14,Guinea,Senegal,3,1,1
3955,Friendly,1970-05-16,Poland,German DR,1,1,1
3956,Friendly,1970-05-17,Guinea,Senegal,4,0,1
3957,Friendly,1970-05-19,Denmark,Poland,0,2,1
3958,Friendly,1970-05-20,Colombia,England,0,4,1
3959,Friendly,1970-05-24,Ecuador,England,0,2,1
3960,Nordic Championship,1970-06-03,Finland,Denmark,1,1,1
3961,Indonesia Tournament,1970-06-21,South Korea,Singapore,8,0,0
3962,Indonesia Tournament,1970-06-23,South Korea,Malaysia,0,1,0
3963,Nordic Championship,1970-06-25,Sweden,Denmark,1,1,1
3964,Indonesia Tournament,1970-06-26,Indonesia,South Korea,2,2,1
3965,Indonesia Tournament,1970-06-28,South Korea,Malaysia,0,2,0
3966,Friendly,1970-07-07,Iceland,Denmark,0,0,1
3967,Friendly,1970-07-11,Gabon,Cameroon,1,1,1
3968,Friendly,1970-07-22,Poland,Iraq,2,0,1
3969,Merdeka Tournament,1970-07-31,Hong Kong,Japan,2,1,0
3970,Merdeka Tournament,1970-07-31,South Korea,Thailand,0,0,0
3971,Friendly,1970-08-01,Cameroon,Gabon,0,3,1
3972,Merdeka Tournament,1970-08-02,Japan,South Korea,1,1,0
3973,Merdeka Tournament,1970-08-04,Japan,Thailand,0,0,0
3974,Merdeka Tournament,1970-08-04,South Korea,Singapore,4,0,0
3975,Merdeka Tournament,1970-08-06,Indonesia,South Korea,1,2,0
3976,Merdeka Tournament,1970-08-08,Indonesia,Japan,3,4,0
3977,Merdeka Tournament,1970-08-09,Hong Kong,South Korea,0,0,0
3978,Merdeka Tournament,1970-08-10,Japan,Singapore,4,0,0
3979,Merdeka Tournament,1970-08-13,India,South Korea,2,3,0
3980,Merdeka Tournament,1970-08-16,Myanmar,South Korea,0,1,0
3981,Merdeka Tournament,1970-08-16,Japan,Taiwan,3,2,0
3982,Friendly,1970-09-01,Libya,Tunisia,2,2,1
3983,Friendly,1970-09-02,Poland,Denmark,5,0,1
3984,Friendly,1970-09-04,Libya,Tunisia,3,2,1
3985,Friendly,1970-09-05,France,Czechoslovakia,3,0,1
3986,Friendly,1970-09-06,German DR,Poland,5,0,1
3987,Friendly,1970-09-06,Iran,Pakistan,7,0,1
3988,Friendly,1970-09-09,Germany,Hungary,3,1,1
3989,Friendly,1970-09-11,Iran,Turkey,1,1,1
3990,Nordic Championship,1970-09-23,Denmark,Norway,0,1,1
3991,Friendly,1970-09-23,Republic of Ireland,Poland,0,2,1
3992,Friendly,1970-09-24,Tunisia,Libya,2,0,1
3993,Friendly,1970-09-30,Brazil,Mexico,2,1,1
3994,Friendly,1970-10-04,Chile,Brazil,1,5,1
3995,Friendly,1970-10-07,Austria,France,1,0,1
3996,UEFA Euro qualification,1970-10-11,Netherlands,Yugoslavia,1,1,1
3997,Friendly,1970-10-11,Sierra Leone,Senegal,1,0,1
3998,UEFA Euro qualification,1970-10-14,Denmark,Portugal,0,1,1
3999,UEFA Euro qualification,1970-10-14,Poland,Albania,3,0,1
4000,UEFA Euro qualification,1970-10-17,Germany,Turkey,1,1,1
4001,Friendly,1970-10-17,Switzerland,Italy,1,1,1
4002,Friendly,1970-10-18,Ivory Coast,Senegal,0,1,1
4003,Friendly,1970-10-22,Paraguay,Argentina,1,1,1
4004,Friendly,1970-10-23,New Caledonia,Australia,1,3,1
4005,Friendly,1970-10-25,Czechoslovakia,Poland,2,2,1
4006,Friendly,1970-10-25,New Caledonia,Australia,0,1,1
4007,Friendly,1970-10-25,Togo,Senegal,3,0,1
4008,Friendly,1970-10-28,Spain,Greece,2,1,1
4009,Friendly,1970-10-30,Macau,Australia,0,9,1
4010,Friendly,1970-11-04,Iran,Australia,1,2,1
4011,King's Cup,1970-11-10,Hong Kong,South Korea,0,3,0
4012,UEFA Euro qualification,1970-11-11,France,Norway,3,1,1
4013,UEFA Euro qualification,1970-11-11,German DR,Netherlands,1,0,1
4014,UEFA Euro qualification,1970-11-11,Scotland,Denmark,1,0,1
4015,UEFA Euro qualification,1970-11-11,Spain,Northern Ireland,3,0,1
4016,UEFA Euro qualification,1970-11-11,Wales,Romania,0,0,1
4017,King's Cup,1970-11-12,South Korea,Laos,4,0,0
4018,King's Cup,1970-11-14,Thailand,South Korea,0,0,1
4019,Friendly,1970-11-15,Belgium,France,1,2,1
4020,Friendly,1970-11-15,Guinea,Senegal,1,0,1
4021,Friendly,1970-11-15,Switzerland,Hungary,0,1,1
4022,King's Cup,1970-11-16,South Korea,Singapore,4,0,0
4023,King's Cup,1970-11-18,South Korea,Malaysia,2,0,0
4024,Friendly,1970-11-18,Yugoslavia,Germany,2,0,1
4025,King's Cup,1970-11-20,Thailand,South Korea,0,1,1
4026,Friendly,1970-11-22,Greece,Germany,1,3,1
4027,UEFA Euro qualification,1970-11-25,Belgium,Denmark,2,0,1
4028,Friendly,1970-11-25,England,German DR,3,1,1
4029,Friendly,1970-12-02,Netherlands,Romania,2,0,1
4030,African Cup of Nations qualification,1970-12-10,Algeria,Morocco,3,1,1
4031,UEFA Euro qualification,1970-12-16,Greece,Switzerland,0,1,1
4032,Friendly,1970-12-19,Senegal,Malawi,4,1,1
4033,UEFA Euro qualification,1970-12-20,Malta,Switzerland,1,2,1
4034,African Cup of Nations qualification,1970-12-27,Morocco,Algeria,3,0,1
4035,Friendly,1971-01-08,Argentina,France,3,4,1
4036,Friendly,1971-01-10,Ghana,DR Congo,1,1,1
4037,Friendly,1971-01-13,Argentina,France,2,0,1
4038,Friendly,1971-01-31,Ghana,Sierra Leone,1,2,1
4039,UEFA Euro qualification,1971-02-03,Belgium,Scotland,3,0,1
4040,UEFA Euro qualification,1971-02-03,Malta,England,0,1,1
4041,Friendly,1971-02-07,Ghana,Sierra Leone,1,2,1
4042,Friendly,1971-02-08,Uruguay,German DR,0,3,1
4043,Friendly,1971-02-10,Uruguay,German DR,1,1,1
4044,UEFA Euro qualification,1971-02-17,Albania,Germany,0,1,1
4045,UEFA Euro qualification,1971-02-17,Belgium,Portugal,3,0,1
4046,Friendly,1971-02-17,Mexico,Russia,0,0,1
4047,Friendly,1971-02-20,Italy,Spain,1,2,1
4048,Friendly,1971-02-20,Mexico,Russia,0,0,1
4049,UEFA Euro qualification,1971-02-24,Netherlands,Luxembourg,6,0,1
4050,Friendly,1971-03-04,Cameroon,Senegal,1,1,1
4051,Friendly,1971-03-07,Cameroon,Senegal,1,2,1
4052,Friendly,1971-03-10,Senegal,Cameroon,3,0,1
4053,Friendly,1971-03-14,Cameroon,Congo,7,1,1
4054,Friendly,1971-03-17,Spain,France,2,2,1
4055,UEFA Euro qualification,1971-04-04,Yugoslavia,Netherlands,2,0,1
4056,UEFA Euro qualification,1971-04-21,England,Greece,3,0,1
4057,UEFA Euro qualification,1971-04-21,Portugal,Scotland,2,0,1
4058,UEFA Euro qualification,1971-04-21,Switzerland,Malta,5,0,1
4059,UEFA Euro qualification,1971-04-21,Wales,Czechoslovakia,1,3,1
4060,UEFA Euro qualification,1971-04-24,Hungary,France,1,1,1
4061,UEFA Euro qualification,1971-04-25,Turkey,Germany,0,3,1
4062,Friendly,1971-05-02,Ivory Coast,Ghana,2,6,1
4063,Korea Cup,1971-05-02,South Korea,Thailand,1,0,1
4064,Friendly,1971-05-05,Switzerland,Poland,2,4,1
4065,Korea Cup,1971-05-06,South Korea,Malaysia,5,1,1
4066,UEFA Euro qualification,1971-05-09,Cyprus,Spain,0,2,1
4067,Korea Cup,1971-05-09,South Korea,Cambodia,2,0,1
4068,Korea Cup,1971-05-11,South Korea,Indonesia,3,0,1
4069,UEFA Euro qualification,1971-05-12,Albania,Poland,1,1,1
4070,UEFA Euro qualification,1971-05-12,England,Malta,5,0,1
4071,UEFA Euro qualification,1971-05-12,Portugal,Denmark,5,0,1
4072,UEFA Euro qualification,1971-05-12,Switzerland,Greece,1,0,1
4073,Korea Cup,1971-05-13,South Korea,Myanmar,0,0,1
4074,Korea Cup,1971-05-15,South Korea,Myanmar,0,0,1
4075,British Championship,1971-05-15,Northern Ireland,England,0,1,1
4076,British Championship,1971-05-15,Wales,Scotland,0,0,1
4077,British Championship,1971-05-19,England,Wales,0,0,1
4078,Friendly,1971-05-20,Luxembourg,Belgium,0,4,1
4079,British Championship,1971-05-22,England,Scotland,3,1,1
4080,British Championship,1971-05-22,Northern Ireland,Wales,1,0,1
4081,UEFA Euro qualification,1971-05-26,Denmark,Belgium,1,2,1
4082,UEFA Euro qualification,1971-05-26,Finland,Wales,0,1,1
4083,UEFA Euro qualification,1971-05-30,Russia,Spain,2,1,1
4084,Indonesia Tournament,1971-06-05,South Korea,Thailand,0,1,0
4085,Indonesia Tournament,1971-06-08,India,South Korea,2,3,0
4086,UEFA Euro qualification,1971-06-09,Denmark,Scotland,1,0,1
4087,Indonesia Tournament,1971-06-12,Myanmar,South Korea,1,0,0
4088,UEFA Euro qualification,1971-06-12,Germany,Albania,2,0,1
4089,Indonesia Tournament,1971-06-13,South Korea,Malaysia,1,2,0
4090,Nordic Championship,1971-06-20,Denmark,Sweden,1,3,1
4091,Friendly,1971-06-22,Norway,Germany,1,7,1
4092,Friendly,1971-06-27,Sweden,Germany,1,0,1
4093,Friendly,1971-06-30,Denmark,Germany,1,3,1
4094,Copa Chevallier Boutell,1971-07-04,Paraguay,Argentina,1,1,1
4095,Friendly,1971-07-06,Mexico,Greece,1,1,1
4096,Copa Chevallier Boutell,1971-07-09,Argentina,Paraguay,1,0,1
4097,Friendly,1971-07-11,Brazil,Austria,1,1,1
4098,Friendly,1971-07-14,Argentina,Uruguay,1,0,1
4099,Friendly,1971-07-14,Brazil,Czechoslovakia,1,0,1
4100,Friendly,1971-07-18,Brazil,Yugoslavia,2,2,1
4101,Friendly,1971-07-18,Uruguay,Argentina,1,1,1
4102,Copa Carlos Dittborn,1971-07-21,Chile,Argentina,2,2,1
4103,Friendly,1971-07-24,Brazil,Paraguay,1,0,1
4104,Friendly,1971-07-25,Senegal,Sierra Leone,2,1,1
4105,Copa Roca,1971-07-28,Argentina,Brazil,1,1,1
4106,Friendly,1971-07-28,Denmark,Japan,3,2,1
4107,Copa Roca,1971-07-31,Argentina,Brazil,2,2,1
4108,Copa Carlos Dittborn,1971-08-04,Argentina,Chile,1,0,1
4109,Friendly,1971-08-13,Iceland,Japan,0,2,1
4110,African Cup of Nations qualification,1971-08-18,Guinea,Senegal,1,0,1
4111,Friendly,1971-08-18,Mexico,German DR,0,1,1
4112,African Cup of Nations qualification,1971-09-01,Senegal,Guinea,0,0,1
4113,Nordic Championship,1971-09-08,Denmark,Finland,0,0,1
4114,Friendly,1971-09-08,Germany,Mexico,5,0,1
4115,UEFA Euro qualification,1971-09-08,Norway,France,1,3,1
4116,Friendly,1971-09-10,South Korea,Iran,2,0,1
4117,Friendly,1971-09-12,South Korea,Iran,0,2,1
4118,Friendly,1971-09-18,German DR,Mexico,1,1,1
4119,UEFA Euro qualification,1971-09-22,Poland,Turkey,5,1,1
4120,Friendly,1971-09-22,Yugoslavia,Mexico,4,0,1
4121,Friendly,1971-09-25,Italy,Mexico,2,0,1
4122,Nordic Championship,1971-09-26,Norway,Denmark,1,4,1
4123,Friendly,1971-09-26,Switzerland,Turkey,4,0,1
4124,Friendly,1971-09-30,Greece,Mexico,0,1,1
4125,CONCACAF Championship qualification,1971-10-06,Bermuda,Mexico,0,2,1
4126,CONCACAF Championship qualification,1971-10-06,Mexico,Bermuda,4,0,1
4127,UEFA Euro qualification,1971-10-09,France,Hungary,0,2,1
4128,UEFA Euro qualification,1971-10-10,Netherlands,German DR,3,2,1
4129,UEFA Euro qualification,1971-10-10,Poland,Germany,1,3,1
4130,African Cup of Nations qualification,1971-10-13,Morocco,Egypt,3,0,1
4131,African Cup of Nations qualification,1971-10-13,Togo,Ghana,0,0,1
4132,UEFA Euro qualification,1971-10-13,Scotland,Portugal,2,1,1
4133,UEFA Euro qualification,1971-10-13,Switzerland,England,2,3,1
4134,UEFA Euro qualification,1971-10-13,Wales,Finland,3,0,1
4135,African Cup of Nations qualification,1971-10-27,Egypt,Morocco,3,2,1
4136,African Cup of Nations qualification,1971-10-27,Ghana,Togo,0,1,1
4137,UEFA Euro qualification,1971-10-27,Czechoslovakia,Wales,1,0,1
4138,UEFA Euro qualification,1971-10-27,Spain,Russia,0,0,1
4139,Copa Juan Pinto Duran,1971-10-27,Uruguay,Chile,3,0,1
4140,Copa Juan Pinto Duran,1971-11-03,Chile,Uruguay,5,0,1
4141,Friendly,1971-11-07,Belgium,Luxembourg,1,0,1
4142,King's Cup,1971-11-08,South Korea,Malaysia,2,2,0
4143,UEFA Euro qualification,1971-11-10,England,Switzerland,1,1,1
4144,UEFA Euro qualification,1971-11-10,France,Bulgaria,2,1,1
4145,UEFA Euro qualification,1971-11-10,Scotland,Belgium,1,0,1
4146,Friendly,1971-11-11,Australia,Israel,2,2,1
4147,King's Cup,1971-11-12,Indonesia,South Korea,0,0,0
4148,Friendly,1971-11-14,Australia,Israel,1,0,1
4149,King's Cup,1971-11-14,South Korea,Vietnam Republic,1,1,0
4150,King's Cup,1971-11-16,Thailand,South Korea,0,1,1
4151,UEFA Euro qualification,1971-11-17,Germany,Poland,0,0,1
4152,UEFA Euro qualification,1971-11-17,Netherlands,Luxembourg,8,0,1
4153,CONCACAF Championship,1971-11-20,Cuba,Costa Rica,0,3,0
4154,Friendly,1971-11-21,Australia,Israel,1,3,1
4155,CONCACAF Championship,1971-11-21,Haiti,Mexico,0,0,0
4156,UEFA Euro qualification,1971-11-21,Portugal,Belgium,1,1,1
4157,CONCACAF Championship,1971-11-24,Costa Rica,Haiti,0,0,0
4158,UEFA Euro qualification,1971-11-24,Romania,Wales,2,0,1
4159,UEFA Euro qualification,1971-11-24,Spain,Cyprus,7,0,1
4160,CONCACAF Championship,1971-11-26,Trinidad and Tobago,Mexico,0,2,1
4161,CONCACAF Championship,1971-11-27,Costa Rica,Honduras,2,1,0
4162,CONCACAF Championship,1971-11-28,Cuba,Mexico,0,1,0
4163,UEFA Euro qualification,1971-12-01,Greece,England,0,2,1
4164,Friendly,1971-12-01,Netherlands,Scotland,2,1,1
4165,CONCACAF Championship,1971-12-02,Costa Rica,Mexico,0,1,0
4166,UEFA Euro qualification,1971-12-04,Bulgaria,France,2,1,1
4167,CONCACAF Championship,1971-12-04,Honduras,Mexico,1,2,0
4168,CONCACAF Championship,1971-12-05,Trinidad and Tobago,Costa Rica,3,1,1
4169,UEFA Euro qualification,1971-12-05,Turkey,Poland,1,0,1
4170,Friendly,1971-12-19,Senegal,Mali,4,1,1
4171,Palestine Cup,1972-01-04,Algeria,Qatar,3,0,0
4172,Palestine Cup,1972-01-06,Syria,Qatar,3,2,0
4173,Palestine Cup,1972-01-08,Qatar,Yemen DPR,1,2,0
4174,Friendly,1972-01-09,Senegal,Congo,0,2,1
4175,Palestine Cup,1972-01-10,Palestine,Qatar,7,2,0
4176,Friendly,1972-01-12,Spain,Hungary,1,0,1
4177,Friendly,1972-01-27,Mexico,Chile,2,0,1
4178,Friendly,1972-02-13,Cameroon,Nigeria,1,2,1
4179,Friendly,1972-02-16,Greece,Netherlands,0,5,1
4180,UEFA Euro qualification,1972-02-16,Northern Ireland,Spain,1,1,0
4181,Friendly,1972-02-17,Senegal,Morocco,1,3,1
4182,Friendly,1972-02-20,Nigeria,Morocco,3,0,1
4183,Friendly,1972-02-20,Tunisia,Austria,3,3,1
4184,African Cup of Nations,1972-02-23,Cameroon,Kenya,2,1,1
4185,African Cup of Nations,1972-02-25,Congo,Morocco,1,1,0
4186,African Cup of Nations,1972-02-26,Cameroon,Togo,2,0,1
4187,African Cup of Nations,1972-02-27,Morocco,Sudan,1,1,0
4188,African Cup of Nations,1972-02-28,Cameroon,Mali,1,1,1
4189,African Cup of Nations,1972-02-29,Morocco,DR Congo,1,1,0
4190,African Cup of Nations,1972-03-02,Cameroon,Congo,0,1,1
4191,African Cup of Nations,1972-03-04,Cameroon,DR Congo,5,2,1
4192,Gulf Cup,1972-03-16,Saudi Arabia,Kuwait,2,2,1
4193,Gulf Cup,1972-03-17,Qatar,United Arab Emirates,0,1,0
4194,Gulf Cup,1972-03-19,Saudi Arabia,United Arab Emirates,4,0,1
4195,Gulf Cup,1972-03-21,Bahrain,Qatar,6,2,0
4196,Gulf Cup,1972-03-24,Saudi Arabia,Qatar,4,0,1
4197,Gulf Cup,1972-03-26,Kuwait,Qatar,5,0,0
4198,Gulf Cup,1972-03-28,Saudi Arabia,Bahrain,2,1,1
4199,Friendly,1972-03-29,Hungary,Germany,0,2,1
4200,FIFA World Cup qualification,1972-03-29,Portugal,Cyprus,4,0,1
4201,Friendly,1972-04-05,Mexico,Peru,2,1,1
4202,Friendly,1972-04-08,Poland,German DR,2,1,1
4203,Friendly,1972-04-08,Romania,France,2,0,1
4204,Friendly,1972-04-12,Greece,Spain,0,0,1
4205,Friendly,1972-04-19,Ghana,Ivory Coast,1,2,1
4206,Friendly,1972-04-26,Brazil,Paraguay,3,2,1
4207,Friendly,1972-04-26,Switzerland,Sweden,1,1,1
4208,UEFA Euro qualification,1972-04-29,England,Germany,1,3,1
4209,UEFA Euro qualification,1972-04-29,Italy,Belgium,0,0,1
4210,Friendly,1972-05-03,Netherlands,Peru,3,0,1
4211,AFC Asian Cup,1972-05-07,Iran,Cambodia,2,0,0
4212,AFC Asian Cup,1972-05-07,South Korea,Iraq,0,0,0
4213,AFC Asian Cup,1972-05-09,Iran,Iraq,3,0,0
4214,AFC Asian Cup,1972-05-10,Cambodia,South Korea,1,4,0
4215,FIFA World Cup qualification,1972-05-10,Cyprus,Portugal,0,1,1
4216,Friendly,1972-05-10,Poland,Switzerland,0,0,1
4217,AFC Asian Cup,1972-05-12,South Korea,Kuwait,1,2,0
4218,UEFA Euro qualification,1972-05-13,Belgium,Italy,2,1,1
4219,UEFA Euro qualification,1972-05-13,Germany,England,0,0,1
4220,AFC Asian Cup,1972-05-13,Thailand,Iran,2,3,1
4221,AFC Asian Cup,1972-05-16,Iran,Cambodia,2,1,0
4222,AFC Asian Cup,1972-05-17,Thailand,South Korea,1,1,1
4223,FIFA World Cup qualification,1972-05-18,Belgium,Iceland,4,0,1
4224,AFC Asian Cup,1972-05-19,Iran,South Korea,2,1,0
4225,British Championship,1972-05-20,Wales,England,0,3,1
4226,FIFA World Cup qualification,1972-05-22,Belgium,Iceland,4,0,1
4227,British Championship,1972-05-23,England,Northern Ireland,0,1,1
4228,Friendly,1972-05-23,Spain,Uruguay,2,0,1
4229,British Championship,1972-05-24,Scotland,Wales,1,0,1
4230,Friendly,1972-05-25,Argentina,Paraguay,0,0,1
4231,Friendly,1972-05-26,Germany,Russia,4,1,1
4232,Friendly,1972-05-27,German DR,Uruguay,1,0,1
4233,British Championship,1972-05-27,Scotland,England,0,1,1
4234,British Championship,1972-05-27,Wales,Northern Ireland,0,0,1
4235,Copa Carlos Dittborn,1972-05-31,Chile,Argentina,3,4,1
4236,Friendly,1972-05-31,German DR,Uruguay,0,0,1
4237,Friendly,1972-05-31,Sierra Leone,Ghana,3,1,1
4238,Friendly,1972-06-05,Tunisia,Algeria,3,1,1
4239,Nordic Championship,1972-06-07,Denmark,Finland,3,0,1
4240,Brazil Independence Cup,1972-06-11,Ecuador,Portugal,0,3,0
4241,Brazil Independence Cup,1972-06-11,Iran,Republic of Ireland,1,2,0
4242,UEFA Euro,1972-06-14,Belgium,Germany,1,2,1
4243,Brazil Independence Cup,1972-06-14,Chile,Ecuador,2,1,0
4244,Brazil Independence Cup,1972-06-14,Iran,Portugal,0,3,0
4245,Friendly,1972-06-14,Norway,Uruguay,0,1,1
4246,UEFA Euro,1972-06-17,Belgium,Hungary,2,1,1
4247,FIFA World Cup qualification,1972-06-18,Benin,Ghana,0,5,0
4248,Brazil Independence Cup,1972-06-18,Chile,Portugal,1,4,0
4249,Brazil Independence Cup,1972-06-18,Colombia,France,2,3,0
4250,Brazil Independence Cup,1972-06-18,Ecuador,Republic of Ireland,2,3,0
4251,UEFA Euro,1972-06-18,Germany,Russia,3,0,0
4252,Brazil Independence Cup,1972-06-21,Ecuador,Iran,1,1,0
4253,Brazil Independence Cup,1972-06-22,Argentina,Colombia,4,1,0
4254,Brazil Independence Cup,1972-06-25,Argentina,France,0,0,0
4255,Brazil Independence Cup,1972-06-25,Chile,Iran,2,1,0
4256,Brazil Independence Cup,1972-06-25,Republic of Ireland,Portugal,1,2,0
4257,Brazil Independence Cup,1972-06-28,Brazil,Czechoslovakia,0,0,1
4258,Brazil Independence Cup,1972-06-29,Argentina,Portugal,1,3,0
4259,Nordic Championship,1972-06-29,Sweden,Denmark,2,0,1
4260,Brazil Independence Cup,1972-06-29,Uruguay,Russia,0,1,0
4261,Brazil Independence Cup,1972-07-02,Argentina,Russia,1,0,0
4262,Brazil Independence Cup,1972-07-02,Brazil,Yugoslavia,3,0,1
4263,FIFA World Cup qualification,1972-07-02,Ghana,Benin,5,1,1
4264,Brazil Independence Cup,1972-07-02,Portugal,Uruguay,1,1,0
4265,Friendly,1972-07-03,Iceland,Denmark,2,5,1
4266,Brazil Independence Cup,1972-07-05,Brazil,Scotland,1,0,1
4267,Brazil Independence Cup,1972-07-06,Argentina,Uruguay,1,0,0
4268,Brazil Independence Cup,1972-07-06,Portugal,Russia,1,0,0
4269,Brazil Independence Cup,1972-07-09,Argentina,Yugoslavia,2,4,0
4270,Brazil Independence Cup,1972-07-09,Brazil,Portugal,1,0,1
4271,Merdeka Tournament,1972-07-12,Japan,Cambodia,4,1,0
4272,Merdeka Tournament,1972-07-15,Hong Kong,South Korea,0,0,0
4273,Merdeka Tournament,1972-07-16,Japan,Sri Lanka,5,0,0
4274,Merdeka Tournament,1972-07-17,South Korea,Thailand,2,0,0
4275,Merdeka Tournament,1972-07-18,Japan,Philippines,5,1,0
4276,Merdeka Tournament,1972-07-19,South Korea,Singapore,4,1,0
4277,Merdeka Tournament,1972-07-22,Malaysia,Japan,3,1,1
4278,Merdeka Tournament,1972-07-23,Indonesia,South Korea,0,2,0
4279,Merdeka Tournament,1972-07-26,Japan,South Korea,0,3,0
4280,Merdeka Tournament,1972-07-29,Malaysia,South Korea,1,2,1
4281,Friendly,1972-08-04,Japan,Philippines,4,1,0
4282,Friendly,1972-08-06,Costa Rica,Mexico,1,0,1
4283,Friendly,1972-08-06,Indonesia,Japan,1,0,0
4284,Friendly,1972-08-09,Peru,Mexico,3,2,1
4285,Friendly,1972-08-16,Chile,Mexico,0,2,1
4286,CONCACAF Championship qualification,1972-08-20,Canada,United States,3,2,1
4287,CONCACAF Championship qualification,1972-08-24,Canada,Mexico,0,1,1
4288,CONCACAF Championship qualification,1972-08-29,United States,Canada,2,2,1
4289,Friendly,1972-08-30,Czechoslovakia,Netherlands,1,2,1
4290,Friendly,1972-09-02,Greece,France,1,3,1
4291,Friendly,1972-09-02,Guatemala,Canada,2,2,1
4292,CONCACAF Championship qualification,1972-09-03,Mexico,United States,3,1,1
4293,CONCACAF Championship qualification,1972-09-06,Mexico,Canada,2,1,1
4294,CONCACAF Championship qualification,1972-09-10,United States,Mexico,1,2,1
4295,Friendly,1972-09-14,Japan,South Korea,2,2,1
4296,Korea Cup,1972-09-20,South Korea,Thailand,3,0,1
4297,Korea Cup,1972-09-22,South Korea,Cambodia,3,1,1
4298,Korea Cup,1972-09-24,South Korea,Malaysia,2,0,1
4299,Korea Cup,1972-09-27,South Korea,Myanmar,0,1,1
4300,Korea Cup,1972-09-30,South Korea,Malaysia,1,0,1
4301,Friendly,1972-10-01,Costa Rica,El Salvador,2,0,1
4302,Friendly,1972-10-04,Denmark,Switzerland,1,1,1
4303,FIFA World Cup qualification,1972-10-04,Norway,Belgium,0,2,1
4304,Friendly,1972-10-07,Indonesia,Australia,1,4,1
4305,Friendly,1972-10-08,El Salvador,Costa Rica,0,1,1
4306,Friendly,1972-10-09,Australia,New Zealand,3,1,0
4307,Friendly,1972-10-11,England,Yugoslavia,1,1,1
4308,Friendly,1972-10-11,Spain,Argentina,1,0,1
4309,Friendly,1972-10-12,Mexico,Costa Rica,3,1,1
4310,FIFA World Cup qualification,1972-10-13,France,Russia,1,0,1
4311,Friendly,1972-10-15,Guatemala,Costa Rica,0,0,1
4312,Friendly,1972-10-15,Poland,Czechoslovakia,3,0,1
4313,Friendly,1972-10-15,Vietnam Republic,Australia,0,1,1
4314,FIFA World Cup qualification,1972-10-18,Denmark,Scotland,1,4,1
4315,FIFA World Cup qualification,1972-10-19,Spain,Yugoslavia,2,2,1
4316,FIFA World Cup qualification,1972-10-21,Switzerland,Italy,0,0,1
4317,Friendly,1972-10-22,South Korea,Australia,1,1,1
4318,Friendly,1972-10-24,South Korea,Australia,0,2,1
4319,Copa Ramon Castilla,1972-10-25,Peru,Argentina,0,2,1
4320,Friendly,1972-10-29,Philippines,Australia,0,6,1
4321,FIFA World Cup qualification,1972-11-01,Netherlands,Norway,9,0,1
4322,Friendly,1972-11-12,Costa Rica,Guatemala,1,1,1
